location,year,month,day,properties_sold,avg_price,avg_sqr_ft,walk_score,interest_score,pop_increase,city_investment,private_investment
Broadview North,2014,October,,1,4.54,500,0.62425,1.875,54.480000000000004,3327.82,14907.998
Old East York,2014,October,,5,4.54,776,1.6862857142857144,0.3157894736842105,43.13,7206.342000000001,22149.752
Danforth Village - East York,2014,October,,10,3.632,687,0.454,0.0,168.888,5783.96,13597.300000000001
Greenwood-Coxwell,2014,October,,5,2.724,524,0.454,1.3043478260869565,15.89,1775.14,6562.116
Woodbine Corridor,2014,October,,8,4.54,644,0.454,0.30303030303030304,172.52,8689.56,24244.508
Maple Leaf,2014,October,,8,4.086,696,0.908,0.8333333333333334,19.522000000000002,3145.312,21475.108
Beechborough-Greenbrook,2014,October,,2,4.086,613,0.8431428571428572,1.3636363636363635,53.117999999999995,8382.202000000001,26135.872
Keelesdale-Eglinton West,2014,October,,5,3.178,645,1.19175,0.21052631578947367,68.1,7988.13,24266.3
Briar Hill-Belgravia,2014,October,,2,1.816,518,1.4268571428571428,1.6363636363636362,105.328,187.95600000000002,8744.04
Yorkdale-Glen Park,2014,October,,6,4.54,698,1.362,2.608695652173913,59.928,4131.400000000001,8941.076000000001
Forest Hill North,2014,October,,1,1.816,532,0.7062222222222223,0.037037037037037035,36.32,3118.072,22532.928
Englemount-Lawrence,2014,October,,1,4.086,704,0.7062222222222223,3.2666666666666666,167.072,713.688,6108.570000000001
Bedford Park-Nortown,2014,October,,3,3.178,716,0.51075,0.18181818181818182,45.4,2183.286,18436.940000000002
Lawrence Park South,2014,October,,8,2.724,698,0.1297142857142857,0.6923076923076923,167.072,705.97,7231.312
Yonge-Eglinton,2014,October,,7,3.178,784,1.19175,0.9210526315789473,44.492000000000004,7565.91,848.98
Mount Pleasant West,2014,October,,2,3.178,660,0.06485714285714285,0.46153846153846156,36.32,4671.66,567.046
Lawrence Park North,2014,October,,2,3.178,773,0.5675,0.44999999999999996,139.832,1371.988,20651.552
Mount Pleasant East,2014,October,,5,4.086,519,1.589,0.47368421052631576,145.28,1865.0320000000002,23514.476000000002
Black Creek,2014,October,,6,3.632,691,0.908,0.6363636363636364,115.77000000000001,8961.506,11019.942000000001
Glenfield-Jane Heights,2014,October,,10,1.816,728,0.454,0.0,22.246000000000002,8571.066,6867.204000000001
York University Heights,2014,October,,1,2.724,732,1.0593333333333335,4.0,89.89200000000001,4467.814,1401.498
Bathurst Manor,2014,October,,7,2.724,687,0.25222222222222224,5.818181818181818,78.08800000000001,597.918,1764.698
Westminster-Branson,2014,October,,7,4.086,529,1.362,0.35714285714285715,85.352,1788.76,7856.47
Clanton Park,2014,October,,7,3.632,509,0.20177777777777778,1.5,29.964000000000002,2225.054,8688.652
Lansing-Westgate,2014,October,,8,3.632,705,1.109777777777778,0.22857142857142856,160.716,3133.054,24092.418
Willowdale West,2014,October,,5,2.724,558,0.19457142857142856,1.0810810810810811,183.87,611.538,368.648
Newtonbrook West,2014,October,,3,3.632,782,1.5133333333333334,1.2413793103448276,0.0,7056.976000000001,8344.52
Newtonbrook East,2014,October,,6,4.086,707,1.4755,0.14285714285714285,115.77000000000001,903.0060000000001,8056.684
Willowdale East,2014,October,,5,4.086,541,0.7945,0.5263157894736842,23.608,7124.622,17851.28
Bayview Woods-Steeles,2014,October,,10,1.816,625,1.64575,0.3870967741935484,222.46000000000004,2109.7380000000003,1255.7640000000001
Bayview Village,2014,October,,8,3.632,713,1.5322500000000001,0.9130434782608695,58.112,2196.906,21894.604
St.Andrew-Windfields,2014,October,,4,4.086,559,0.908,0.3157894736842105,56.296,5583.292,15544.052
Don Valley Village,2014,October,,10,2.27,697,1.880857142857143,0.38461538461538464,141.648,2090.216,11015.856
Henry Farm,2014,October,,10,4.54,678,0.51075,2.5,86.26,1680.2540000000001,1203.1000000000001
Pleasant View,2014,October,,5,1.816,737,1.1674285714285715,0.14285714285714285,108.96000000000001,3602.036,26059.146
Parkwoods-Donalda,2014,October,,3,2.724,594,0.9584444444444445,0.0,129.39000000000001,1226.2540000000001,4006.55
Tam O'Shanter-Sullivan,2014,October,,2,4.54,576,0.908,0.12903225806451613,150.728,2851.574,11882.542000000001
Bridle Path-Sunnybrook-York Mills,2014,October,,9,4.54,672,1.6214285714285717,2.7027027027027026,211.11,2864.7400000000002,3106.722
Leaside-Bennington,2014,October,,10,4.086,567,1.2485,3.0,10.442,1647.566,859.422
Banbury-Don Mills,2014,October,,5,4.54,562,0.51075,2.130434782608696,99.88,7484.1900000000005,15490.026
Thorncliffe Park,2014,October,,6,3.178,667,1.2971428571428572,0.32,212.47199999999998,8357.232,24759.344
Flemingdon Park,2014,October,,5,1.816,650,0.8512500000000001,0.8275862068965517,32.688,8307.746000000001,22654.146
Victoria Village,2014,October,,7,1.816,536,1.64575,1.391304347826087,32.688,722.768,10145.538
O'Connor-Parkview,2014,October,,5,3.178,517,0.3405,1.1111111111111112,85.352,4745.2080000000005,3701.0080000000003
The Beaches,2014,October,,1,1.816,535,0.40355555555555556,1.25,133.476,7944.546,13370.754
East End-Danforth,2014,October,,4,1.816,572,1.0215,0.25,19.068,7984.952,25377.692
Woodbine-Lumsden,2014,October,,3,4.086,605,0.454,3.8461538461538463,30.872,4912.734,13626.356
Crescent Town,2014,October,,8,3.632,788,0.40355555555555556,0.1111111111111111,24.516000000000002,1020.592,21406.554
Birchcliffe-Cliffside,2014,October,,10,1.816,614,1.261111111111111,2.0,134.838,4204.494,25590.164
Oakridge,2014,October,,1,4.54,578,1.64575,0.10256410256410256,0.0,7647.63,18828.288
Clairlea-Birchmount,2014,October,,7,1.816,706,0.8431428571428572,2.8000000000000003,0.0,5683.1720000000005,6516.716
Wexford/Maryvale,2014,October,,8,4.086,652,0.8575555555555555,0.6666666666666666,136.2,5921.976000000001,16397.118000000002
Dorset Park,2014,October,,3,4.54,651,1.07825,2.8571428571428568,44.946,2109.284,6843.142
Ionview,2014,October,,3,4.54,713,0.40355555555555556,0.8571428571428571,47.67,494.406,15278.008
Kennedy Park,2014,October,,8,4.086,506,0.5188571428571428,1.5625,88.53,3682.3940000000002,14974.736
Cliffcrest,2014,October,,7,4.54,740,0.5188571428571428,2.25,111.23000000000002,9002.366,24688.066000000003
Eglinton East,2014,October,,8,1.816,616,1.362,0.0,81.72,572.494,11541.134
Bendale,2014,October,,5,4.54,541,1.9457142857142857,0.5,188.41000000000003,3035.898,24938.22
Scarborough Village,2014,October,,8,4.086,656,1.4917142857142858,0.5454545454545454,27.694000000000003,4487.336,9699.256000000001
Woburn,2014,October,,5,4.54,563,0.5188571428571428,0.6000000000000001,63.56,8813.048,16721.728
Guildwood,2014,October,,7,4.54,572,0.7062222222222223,1.0769230769230769,89.89200000000001,7237.668000000001,11442.162
Morningside,2014,October,,1,4.086,528,1.2106666666666666,3.375,21.792,6664.72,16716.734
West Hill,2014,October,,8,3.178,502,0.8071111111111111,2.5,59.928000000000004,2947.822,2609.138
Rouge,2014,October,,4,2.27,694,0.3405,1.2000000000000002,88.53,6030.482,15275.284
Centennial Scarborough,2014,October,,9,3.632,750,0.5188571428571428,2.4705882352941178,174.336,8682.296,330.058
Highland Creek,2014,October,,3,4.086,586,0.7134285714285714,2.8,0.0,1401.498,1804.65
Malvern,2014,October,,1,2.724,674,0.554888888888889,0.20588235294117646,38.59,7761.584,14138.468
Hillcrest Village,2014,October,,9,1.816,709,1.5565714285714285,0.6666666666666666,73.548,7859.194,21559.098
Steeles,2014,October,,8,1.816,648,0.35311111111111115,0.16216216216216217,49.032000000000004,8798.974,6815.448
L'Amoreaux,2014,October,,2,2.724,794,1.19175,0.6000000000000001,217.92000000000002,943.412,1333.852
Agincourt South-Malvern West,2014,October,,2,1.816,655,0.908,0.029411764705882353,30.872,3999.7400000000002,7910.95
Milliken,2014,October,,2,4.54,634,1.261111111111111,0.0,174.336,7795.18,6005.966
Agincourt North,2014,October,,9,1.816,799,0.10088888888888889,0.0,131.66,8902.032000000001,12197.164
Trinity-Bellwoods,2014,November,,4,2.664,785,0.6342857142857143,1.0588235294117647,20.868,6265.728,15784.644
West Humber-Clairville,2014,November,,4,1.776,685,0.31714285714285717,1.25,41.736,8686.416,10330.992
Mount Olive-Silverstone-Jamestown,2014,November,,8,3.552,672,0.3885,0.16666666666666666,29.304000000000002,941.28,503.496
Humber Summit,2014,November,,4,2.22,789,1.332,0.6818181818181818,178.488,3129.312,5544.6720000000005
Thistletown-Beaumond Heights,2014,November,,3,3.996,590,1.3813333333333333,2.5,86.136,4617.6,20954.58
Humbermede,2014,November,,9,3.552,715,0.888,0.0,107.892,4808.076,15164.376
Rexdale-Kipling,2014,November,,5,2.664,571,0.38057142857142856,2.3225806451612905,85.248,7996.884,23438.760000000002
Elms-Old Rexdale,2014,November,,5,1.776,674,1.776,0.8108108108108109,30.636,3062.712,20305.452
Pelmo Park-Humberlea,2014,November,,3,4.44,702,0.555,8.0,146.52,429.79200000000003,17226.312
Downsview-Roding-CFB,2014,November,,3,3.108,530,1.332,1.4736842105263157,113.22,2498.388,5896.764
Kingsview Village-The Westway,2014,November,,3,3.552,794,0.06342857142857143,0.5882352941176471,78.144,8671.32,22634.676
Weston,2014,November,,8,2.22,710,1.6095,0.1111111111111111,46.176,8836.488,4013.3160000000003
Rustic,2014,November,,3,2.664,546,1.8394285714285716,1.7999999999999998,213.12,4560.768,9229.428
Humber Heights-Westmount,2014,November,,1,4.44,579,0.2537142857142857,1.4594594594594597,40.848,4411.584,20961.684
Brookhaven-Amesbury,2014,November,,8,4.44,775,0.777,1.657894736842105,63.048,7064.928,4453.32
Mount Dennis,2014,November,,3,4.44,708,0.9435,0.3333333333333333,39.072,5783.1,14248.404
Willowridge-Martingrove-Richview,2014,November,,7,2.664,766,0.09866666666666667,2.4324324324324325,0.0,6829.608,14908.632
Princess-Rosethorn,2014,November,,1,3.996,661,0.555,0.8181818181818181,0.0,5355.084,27472.5
Eringate-Centennial-West Deane,2014,November,,5,3.552,722,1.8394285714285716,7.272727272727273,213.12,126.096,18417.12
Edenbridge-Humber Valley,2014,November,,6,3.108,525,0.39466666666666667,0.14285714285714285,78.144,7082.688,2509.9320000000002
Rockcliffe-Smythe,2014,November,,8,2.664,538,0.333,0.0,54.168,9277.380000000001,15182.58
Markland Woods,2014,November,,2,2.22,616,0.333,0.13793103448275862,81.252,4843.152,26769.648
Etobicoke West Mall,2014,November,,8,3.108,790,1.443,2.6666666666666665,65.712,7629.696,18563.64
Islington-City Centre West,2014,November,,7,3.552,507,0.4995,0.0,159.84,8017.308,10004.652
Alderwood,2014,November,,4,2.22,536,0.19733333333333333,3.4782608695652173,90.576,2843.82,5568.648
Long Branch,2014,November,,2,3.108,584,0.111,1.8181818181818183,95.904,821.844,10205.34
New Toronto,2014,November,,3,1.776,531,1.5222857142857142,2.25,102.12,3174.156,6280.8240000000005
Mimico,2014,November,,8,1.776,783,1.0782857142857143,0.125,0.0,8991.444,9195.24
Stonegate-Queensway,2014,November,,1,4.44,706,1.443,0.0,0.0,5791.536,11947.596
Kingsway South,2014,November,,4,2.664,614,1.332,1.5517241379310347,0.0,8928.396,19076.016
Lambton Baby Point,2014,November,,7,2.22,638,0.999,0.375,106.56,7181.7,27093.324
High Park-Swansea,2014,November,,7,3.108,525,1.776,0.2571428571428571,59.94,4968.36,5128.644
Runnymede-Bloor West Village,2014,November,,6,3.996,745,0.19733333333333333,3.333333333333333,138.528,6698.628,12990.996000000001
High Park North,2014,November,,4,2.664,734,0.19733333333333333,0.75,95.904,651.348,27450.3
Junction Area,2014,November,,7,2.664,631,1.014857142857143,0.13333333333333333,34.632000000000005,9011.424,25955.352
Roncesvalles,2014,November,,5,1.776,561,1.554,3.1764705882352944,111.888,401.37600000000003,15204.78
South Parkdale,2014,November,,7,1.776,723,0.555,0.3076923076923077,99.9,8099.004,10638.684
Dufferin Grove,2014,November,,2,4.44,618,0.444,3.1304347826086953,119.88,3520.476,5447.88
Little Portugal,2014,November,,3,2.22,744,0.7611428571428571,0.075,75.48,9315.564,15118.2
Dovercourt-Wallace Emerson-Juncti,2014,November,,7,4.44,585,0.444,2.7,229.10399999999998,1008.3240000000001,17504.256
Niagara,2014,November,,5,3.996,618,0.2775,1.6842105263157894,173.16,8651.34,14734.584
Weston-Pellam Park,2014,November,,3,2.664,686,1.48,0.5833333333333333,147.40800000000002,2303.0280000000002,24871.992000000002
Palmerston-Little Italy,2014,November,,8,4.44,788,1.3813333333333333,0.08823529411764705,170.496,2520.588,23258.052
University,2014,November,,6,1.776,778,1.1346666666666665,0.8571428571428571,68.376,6099.228,20905.74
Kensington-Chinatown,2014,November,,4,1.776,552,0.148,1.125,143.856,801.864,5690.304
Waterfront Communities-The Island,2014,November,,1,2.664,534,1.0782857142857143,1.1052631578947367,0.0,7323.336,18404.244
Annex,2014,November,,5,2.22,594,1.2685714285714287,0.3225806451612903,45.288000000000004,4819.62,25298.676
Wychwood,2014,November,,9,3.108,774,1.7125714285714286,0.0,195.36,2052.612,4984.344
Corsa Italia-Davenport,2014,November,,8,4.44,666,1.1655,0.1875,35.964,5131.752,16606.044
Oakwood-Vaughan,2014,November,,5,4.44,561,0.74,0.0,74.592,2940.612,1627.704
Humewood-Cedarvale,2014,November,,8,1.776,644,0.8245714285714286,3.0,32.856,1776.888,13343.976
Casa Loma,2014,November,,7,1.776,615,0.39466666666666667,2.4,119.88,1796.868,9169.488
Forest Hill South,2014,November,,3,3.552,661,0.888,2.454545454545454,90.576,777.444,2524.584
Yonge-St.Clair,2014,November,,1,2.664,732,0.6906666666666667,0.5405405405405406,57.72,3535.572,26285.688000000002
Bay Street Corridor,2014,November,,8,1.776,788,0.9435,4.666666666666667,143.856,5918.076,14890.872
Rosedale-Moore Park,2014,November,,8,2.664,672,0.24666666666666667,5.4,51.504,7903.2,23861.448
Church-Yonge Corridor,2014,November,,8,1.776,694,1.4588571428571429,1.894736842105263,84.36,4924.404,14753.676
Caledonia-Fairbanks,2014,November,,8,3.108,569,0.7611428571428571,0.8235294117647058,117.21600000000001,2949.936,22743.9
North St.James Town,2014,November,,8,2.22,597,0.296,0.0,95.46,1554.444,19099.104
Cabbagetown-South St.James Town,2014,November,,1,1.776,564,0.3885,1.6363636363636362,108.78,1030.5240000000001,23861.892
Moss Park,2014,November,,2,2.22,743,1.554,2.1176470588235294,0.0,1880.34,2482.848
Regent Park,2014,November,,7,3.108,673,0.444,0.5454545454545454,42.624,1470.528,21073.128
Playter Estates-Danforth,2014,November,,3,2.22,772,1.184,1.7142857142857142,0.0,8938.164,21852.792
South Riverdale,2014,November,,5,2.664,783,1.4588571428571429,3.0,197.57999999999998,4836.936,7452.984
North Riverdale,2014,November,,5,1.776,741,0.777,2.5454545454545454,69.264,2756.352,19354.848
Blake-Jones,2014,November,,3,3.108,761,1.2765,3.9130434782608696,122.544,164.28,4301.472
Danforth Village - Toronto,2014,November,,9,4.44,684,1.6491428571428572,0.7894736842105263,125.208,3861.024,3069.372
Broadview North,2014,November,,7,3.996,678,0.444,0.0,0.0,3683.424,7992.444
Old East York,2014,November,,9,2.22,645,1.3954285714285715,0.6153846153846154,173.16,6802.524,26472.612
Danforth Village - East York,2014,November,,6,2.664,770,0.24666666666666667,2.5,152.736,2778.552,2486.4
Greenwood-Coxwell,2014,November,,4,2.664,583,0.5074285714285715,0.9375,26.196,1676.988,4291.26
Woodbine Corridor,2014,November,,2,2.664,514,0.592,0.3333333333333333,90.576,2719.5,5841.264
Maple Leaf,2014,November,,7,3.996,752,0.9866666666666667,1.6,12.432,5402.148,16345.86
Beechborough-Greenbrook,2014,November,,8,3.996,571,1.2685714285714287,0.21052631578947367,32.412,6448.656,10705.284
Keelesdale-Eglinton West,2014,November,,8,1.776,693,0.999,0.46875,23.088,2121.4320000000002,22988.988
Briar Hill-Belgravia,2014,November,,4,2.22,707,0.9866666666666667,0.5263157894736842,0.0,5590.848,17510.472
Yorkdale-Glen Park,2014,November,,9,3.552,773,0.4995,0.9090909090909092,97.68,2342.988,9604.164
Forest Hill North,2014,November,,7,4.44,528,0.6342857142857143,0.75,81.696,294.81600000000003,9249.408
Englemount-Lawrence,2014,November,,9,3.996,690,1.1346666666666665,0.5185185185185185,133.2,2892.216,17417.676
Bedford Park-Nortown,2014,November,,9,3.996,562,0.06342857142857143,4.166666666666667,0.0,1462.092,17010.972
Lawrence Park South,2014,November,,4,3.108,653,0.444,0.0,239.76,4924.404,16846.692
Yonge-Eglinton,2014,November,,7,3.552,684,1.665,3.1578947368421053,24.864,8095.896,7124.868
Mount Pleasant West,2014,November,,9,2.22,699,0.7893333333333333,1.0384615384615383,135.42,1235.652,19421.004
Lawrence Park North,2014,November,,7,2.22,630,0.8386666666666667,1.0714285714285714,87.912,1229.436,22887.312
Mount Pleasant East,2014,November,,1,3.552,685,0.38057142857142856,0.7142857142857142,29.304000000000002,8218.44,22129.848
Black Creek,2014,November,,1,3.108,509,0.4995,1.1428571428571428,95.904,5989.116,15639.456
Glenfield-Jane Heights,2014,November,,5,4.44,750,1.0853333333333335,0.8571428571428571,43.956,7304.688,11883.66
York University Heights,2014,November,,5,1.776,770,0.19028571428571428,1.8823529411764706,0.0,8047.944,19708.272
Bathurst Manor,2014,November,,7,4.44,651,0.38057142857142856,0.0,19.536,1804.416,7546.224
Westminster-Branson,2014,November,,1,3.552,761,0.39466666666666667,2.4615384615384617,152.736,3010.764,20973.672
Clanton Park,2014,November,,3,1.776,708,1.2333333333333334,1.2307692307692308,63.93600000000001,4457.316,19222.536
Lansing-Westgate,2014,November,,8,3.108,793,0.6413333333333333,0.39473684210526316,36.408,4804.968,737.04
Willowdale West,2014,November,,1,2.664,530,0.777,2.0,0.0,5744.916,20410.236
Newtonbrook West,2014,November,,8,2.664,559,1.0853333333333335,0.0,68.376,7059.156,17117.088
Newtonbrook East,2014,November,,3,2.22,721,0.49333333333333335,1.1538461538461537,122.544,6739.92,21075.348
Willowdale East,2014,November,,4,3.552,678,0.570857142857143,1.5882352941176472,46.620000000000005,5937.168,24075.012
Bayview Woods-Steeles,2014,November,,4,1.776,661,0.19733333333333333,0.35294117647058826,159.84,1339.992,12407.136
Bayview Village,2014,November,,9,1.776,776,0.24666666666666667,3.1034482758620694,0.0,861.804,26476.164
St.Andrew-Windfields,2014,November,,5,1.776,656,0.888,0.8571428571428571,66.6,7422.792,8265.948
Don Valley Village,2014,November,,9,3.996,642,1.7125714285714286,2.2222222222222223,74.592,8821.392,2302.14
Henry Farm,2014,November,,8,3.552,780,0.31714285714285717,0.5,19.092,655.788,2493.504
Pleasant View,2014,November,,3,2.664,734,1.11,4.909090909090909,0.0,6435.336,14665.764000000001
Parkwoods-Donalda,2014,November,,7,1.776,787,0.592,0.3888888888888889,0.0,676.212,12737.028
Tam O'Shanter-Sullivan,2014,November,,4,3.552,743,0.9514285714285714,0.034482758620689655,31.080000000000002,8588.292,5926.956
Bridle Path-Sunnybrook-York Mills,2014,November,,7,2.22,753,0.19733333333333333,2.2222222222222223,28.416,4808.076,18837.144
Leaside-Bennington,2014,November,,6,4.44,530,0.7611428571428571,0.5217391304347826,135.42,4452.432,6885.552
Banbury-Don Mills,2014,November,,3,3.552,787,0.6342857142857143,0.0,83.916,6580.968,24050.148
Thorncliffe Park,2014,November,,9,1.776,619,0.333,2.5,35.076,775.224,14588.064
Flemingdon Park,2014,November,,6,3.996,685,1.332,2.7586206896551726,19.536,7835.712,6227.1
Victoria Village,2014,November,,9,3.552,754,0.7611428571428571,0.0,0.0,5005.656,12894.204
O'Connor-Parkview,2014,November,,6,3.108,595,1.3813333333333333,0.0,26.64,5333.328,24720.588
The Beaches,2014,November,,4,3.552,526,1.2333333333333334,0.4864864864864865,35.52,1260.96,13981.116
East End-Danforth,2014,November,,1,4.44,766,0.111,0.0,191.808,5046.06,9613.488
Woodbine-Lumsden,2014,November,,4,3.996,532,0.2537142857142857,3.0303030303030303,0.0,6092.568,4391.16
Crescent Town,2014,November,,2,3.552,608,0.19028571428571428,2.25,30.192,8303.244,24550.536
Birchcliffe-Cliffside,2014,November,,4,2.664,654,0.3453333333333333,0.0,165.168,8608.716,3857.472
Oakridge,2014,November,,2,1.776,652,1.3954285714285715,0.2,31.968000000000004,2648.016,6354.084
Clairlea-Birchmount,2014,November,,4,2.22,592,1.9028571428571428,0.16666666666666666,66.6,5482.068,9737.364
Wexford/Maryvale,2014,November,,2,2.664,712,1.3813333333333333,1.4,167.832,4662.444,5729.82
Dorset Park,2014,November,,5,3.552,603,1.2333333333333334,1.2857142857142858,63.93600000000001,6086.796,18197.784
Ionview,2014,November,,6,3.552,746,1.1346666666666665,1.8,27.972,8088.348,4175.82
Kennedy Park,2014,November,,2,3.996,791,1.1346666666666665,0.0,62.160000000000004,1791.54,11934.276
Cliffcrest,2014,November,,7,1.776,747,0.570857142857143,2.2222222222222223,30.636,5829.72,3843.708
Eglinton East,2014,November,,8,4.44,584,0.999,7.5,31.080000000000002,8487.504,10979.676
Bendale,2014,November,,6,2.22,637,0.6413333333333333,0.3333333333333333,63.93600000000001,8795.64,25524.672
Scarborough Village,2014,November,,8,1.776,781,0.555,2.3529411764705883,15.984,717.504,22185.792
Woburn,2014,November,,6,2.664,576,0.6342857142857143,1.1428571428571428,168.72,8804.076000000001,23139.504
Guildwood,2014,November,,8,3.108,771,1.014857142857143,0.2631578947368421,18.204,259.296,7404.144
Morningside,2014,November,,6,3.996,696,0.49333333333333335,0.24,164.28,231.768,7367.736
West Hill,2014,November,,4,4.44,522,0.2775,0.5714285714285714,0.0,3418.8,4634.028
Rouge,2014,November,,8,3.108,715,1.4306666666666668,0.09090909090909091,36.852000000000004,422.244,10711.5
Centennial Scarborough,2014,November,,6,3.996,597,1.665,0.6,67.488,9278.712,25036.272
Highland Creek,2014,November,,4,2.22,502,0.06342857142857143,1.2162162162162162,197.13600000000002,487.068,20756.556
Malvern,2014,November,,4,4.44,704,0.2775,0.5833333333333333,0.0,2885.112,15521.796
Hillcrest Village,2014,November,,4,3.996,516,1.221,0.0,150.96,1991.34,15521.796
Steeles,2014,November,,1,4.44,598,1.184,1.2352941176470589,0.0,6665.328,140.748
L'Amoreaux,2014,November,,4,4.44,662,1.184,0.7692307692307693,48.84,7464.528,6990.336
Agincourt South-Malvern West,2014,November,,7,4.44,574,1.3813333333333333,0.0,109.224,1761.348,27465.396
Milliken,2014,November,,1,4.44,600,1.665,0.5714285714285714,122.544,3643.02,9301.356
Agincourt North,2014,November,,4,2.22,668,1.2685714285714287,0.7241379310344828,25.752,4019.532,21405.24
Trinity-Bellwoods,2014,December,,5,2.877,501,0.29357142857142854,0.5384615384615384,0.0,1010.2379999999999,23605.374
West Humber-Clairville,2014,December,,3,4.109999999999999,675,1.0503333333333331,0.23076923076923078,80.145,2117.883,6737.933999999999
Mount Olive-Silverstone-Jamestown,2014,December,,1,2.877,778,0.9133333333333333,0.6153846153846154,0.0,6993.986999999999,16640.157
Humber Summit,2014,December,,3,2.0549999999999997,623,1.4678571428571427,0.2857142857142857,177.552,764.871,8448.105
Thistletown-Beaumond Heights,2014,December,,8,2.0549999999999997,665,1.4898749999999998,1.2000000000000002,48.498,4234.532999999999,16261.214999999998
Humbermede,2014,December,,7,2.0549999999999997,759,1.2329999999999999,3.2,14.385,2315.163,3180.729
Rexdale-Kipling,2014,December,,7,2.0549999999999997,513,0.6458571428571428,1.4705882352941178,172.62,6081.978,18582.542999999998
Elms-Old Rexdale,2014,December,,3,4.109999999999999,575,1.0274999999999999,1.7241379310344829,64.116,5547.678,21373.233
Pelmo Park-Humberlea,2014,December,,4,2.0549999999999997,598,0.29357142857142854,0.22857142857142856,38.223,2103.498,23776.35
Downsview-Roding-CFB,2014,December,,7,2.4659999999999997,642,0.3653333333333333,0.7692307692307693,55.074,8159.583,6505.719
Kingsview Village-The Westway,2014,December,,9,3.699,651,0.25687499999999996,0.2,18.084,7793.382,23000.792999999998
Weston,2014,December,,7,3.288,709,0.462375,0.84375,35.346,5555.076,16095.170999999998
Rustic,2014,December,,5,3.699,566,0.35228571428571426,1.0,154.536,7585.415999999999,23521.119
Humber Heights-Westmount,2014,December,,5,1.644,744,1.644,0.0,61.64999999999999,1115.865,2714.6549999999997
Brookhaven-Amesbury,2014,December,,1,2.4659999999999997,751,0.13699999999999998,2.5,133.164,3082.5,2222.277
Mount Dennis,2014,December,,8,2.877,530,0.11742857142857141,0.5142857142857142,60.417,6661.076999999999,8490.027
Willowridge-Martingrove-Richview,2014,December,,4,3.699,634,0.9761249999999999,0.7894736842105263,54.251999999999995,3172.098,4668.549
Princess-Rosethorn,2014,December,,6,2.4659999999999997,629,0.10275,0.25,131.51999999999998,1163.541,14673.932999999999
Eringate-Centennial-West Deane,2014,December,,3,2.0549999999999997,704,0.051375,0.2222222222222222,71.514,2177.067,5599.875
Edenbridge-Humber Valley,2014,December,,3,3.288,512,0.13699999999999998,0.75,108.50399999999999,5530.005,24537.521999999997
Rockcliffe-Smythe,2014,December,,4,1.644,779,0.3653333333333333,1.4285714285714284,54.251999999999995,4534.563,24854.814
Markland Woods,2014,December,,3,1.644,550,1.3243333333333334,2.571428571428571,27.125999999999998,7206.062999999999,23100.665999999997
Etobicoke West Mall,2014,December,,3,1.644,780,1.2329999999999999,0.16666666666666666,54.251999999999995,4620.0509999999995,13498.062
Islington-City Centre West,2014,December,,4,2.0549999999999997,779,1.3699999999999999,0.34285714285714286,27.125999999999998,3753.252,2010.6119999999999
Alderwood,2014,December,,1,1.644,772,0.29357142857142854,0.13043478260869565,103.57199999999999,3455.2769999999996,5677.964999999999
Long Branch,2014,December,,7,2.0549999999999997,602,1.387125,0.42424242424242425,64.116,6317.07,4996.938
New Toronto,2014,December,,4,2.0549999999999997,562,0.8676666666666666,1.4,176.73,2126.103,22513.757999999998
Mimico,2014,December,,3,3.699,544,0.71925,0.75,0.0,6547.641,17695.194
Stonegate-Queensway,2014,December,,4,2.4659999999999997,764,1.13025,2.8636363636363638,73.158,4575.2519999999995,8520.440999999999
Kingsway South,2014,December,,7,2.877,772,1.4898749999999998,1.1428571428571428,166.45499999999998,3068.526,6810.681
Lambton Baby Point,2014,December,,2,3.288,656,0.822,0.15,115.902,7351.557,9494.1
High Park-Swansea,2014,December,,7,1.644,762,0.17614285714285713,0.7692307692307692,53.43,2089.113,1025.0339999999999
Runnymede-Bloor West Village,2014,December,,4,2.877,611,0.822,0.0,77.268,3397.326,22731.999
High Park North,2014,December,,7,1.644,733,1.13025,0.0,152.892,8287.814999999999,14023.32
Junction Area,2014,December,,6,4.109999999999999,626,1.1155714285714287,0.46153846153846156,66.582,6111.159,2097.7439999999997
Roncesvalles,2014,December,,9,3.288,591,0.25687499999999996,2.2222222222222223,34.524,5368.071,5920.044
South Parkdale,2014,December,,6,2.4659999999999997,738,0.35228571428571426,4.8999999999999995,88.776,847.0709999999999,11022.608999999999
Dufferin Grove,2014,December,,6,2.4659999999999997,726,0.2055,0.16,36.168,5437.53,20176.400999999998
Little Portugal,2014,December,,5,4.109999999999999,675,1.056857142857143,0.2727272727272727,0.0,3869.5649999999996,16049.55
Dovercourt-Wallace Emerson-Juncti,2014,December,,8,2.0549999999999997,656,0.2055,0.6666666666666666,33.702,755.007,24782.067
Niagara,2014,December,,8,2.4659999999999997,691,1.5265714285714285,0.45,145.494,8180.544,13175.838
Weston-Pellam Park,2014,December,,6,3.288,745,1.0503333333333331,0.0,129.876,364.96799999999996,15616.356
Palmerston-Little Italy,2014,December,,1,4.109999999999999,769,0.22833333333333333,0.37037037037037035,76.446,2851.107,10051.416
University,2014,December,,6,2.4659999999999997,543,0.45666666666666667,0.0,160.29,8044.092,6307.205999999999
Kensington-Chinatown,2014,December,,8,3.288,763,0.45666666666666667,1.0,161.112,7298.538,19710.326999999997
