location,year,month,day,properties_sold,avg_price,avg_sqr_ft,walk_score,interest_score,pop_increase,city_investment,private_investment
Flemingdon Park,2014,February,,6,3.699,682,0.8676666666666666,0.6666666666666666,103.572,1735.6529999999998,3610.2239999999997
Victoria Village,2014,February,,7,1.644,587,0.998142857142857,0.041666666666666664,8.219999999999999,231.393,23326.716
O'Connor-Parkview,2014,February,,8,2.0549999999999997,629,1.0959999999999999,1.3636363636363638,60.417,6810.2699999999995,19353.989999999998
The Beaches,2014,February,,2,2.4659999999999997,527,0.462375,1.8181818181818181,49.31999999999999,4939.398,11001.648
East End-Danforth,2014,February,,8,3.288,548,1.2329999999999999,0.5454545454545454,152.892,4466.3369999999995,13423.670999999998
Woodbine-Lumsden,2014,February,,5,4.109999999999999,552,0.822,0.0,37.812,847.482,25288.007999999998
Crescent Town,2014,February,,5,2.4659999999999997,589,0.6458571428571428,1.2857142857142856,55.895999999999994,1581.117,20817.971999999998
Birchcliffe-Cliffside,2014,February,,5,4.109999999999999,779,0.051375,0.0,47.675999999999995,6352.826999999999,23864.304
Oakridge,2014,February,,3,2.4659999999999997,775,1.0046666666666666,1.8,14.385,2675.199,21817.112999999998
Clairlea-Birchmount,2014,February,,3,3.288,532,0.7763333333333333,0.6666666666666666,92.475,4454.418,6245.1449999999995
Wexford/Maryvale,2014,February,,8,1.644,565,1.2329999999999999,1.4545454545454546,16.439999999999998,1366.164,14232.107999999998
Dorset Park,2014,February,,5,2.0549999999999997,606,1.2786666666666666,3.5,119.601,1352.1899999999998,3559.671
Ionview,2014,February,,5,2.877,709,1.54125,0.0,151.248,8468.243999999999,11655.96
Kennedy Park,2014,February,,7,2.0549999999999997,713,0.8676666666666666,0.16,49.32,5092.701,13509.159
Cliffcrest,2014,February,,7,1.644,610,0.959,1.2173913043478262,176.73,5032.284,22675.281
Eglinton East,2014,February,,3,2.877,794,1.4385,1.7241379310344829,103.57199999999999,1298.76,19686.488999999998
Bendale,2014,February,,4,4.109999999999999,774,0.6458571428571428,0.1111111111111111,123.3,7106.19,7469.513999999999
Scarborough Village,2014,February,,7,2.0549999999999997,574,0.29357142857142854,0.1,70.692,7090.571999999999,870.4979999999999
Woburn,2014,February,,6,3.288,680,0.7632857142857142,0.18181818181818182,0.0,4133.427,16334.784
Guildwood,2014,February,,5,2.0549999999999997,748,1.4385,1.8421052631578947,43.565999999999995,982.7009999999999,1289.7179999999998
Morningside,2014,February,,4,3.288,564,0.11742857142857141,0.8888888888888888,102.74999999999999,905.433,11858.993999999999
West Hill,2014,February,,4,1.644,631,0.6458571428571428,0.19047619047619047,118.368,5807.840999999999,18496.233
Rouge,2014,February,,4,1.644,761,0.71925,1.4285714285714284,0.0,3542.8199999999997,19769.1
Centennial Scarborough,2014,February,,4,3.699,591,1.078875,0.7058823529411765,12.33,8561.952,9355.592999999999
Highland Creek,2014,February,,7,1.644,656,1.3699999999999999,0.0,61.65,3848.1929999999998,6579.699
Malvern,2014,February,,4,2.0549999999999997,638,0.411,0.8108108108108109,66.582,2439.696,15944.333999999999
Hillcrest Village,2014,February,,4,2.4659999999999997,737,1.644,0.08823529411764705,45.620999999999995,1283.964,1294.6499999999999
Steeles,2014,February,,1,4.109999999999999,664,0.058714285714285705,0.375,177.552,2899.605,6709.164
L'Amoreaux,2014,February,,2,3.699,687,1.2786666666666666,1.8666666666666667,75.213,8597.297999999999,13210.362
Agincourt South-Malvern West,2014,February,,7,1.644,538,0.23485714285714282,0.6923076923076923,38.223,6551.339999999999,12983.079
Milliken,2014,February,,2,1.644,756,0.09133333333333332,0.47619047619047616,0.0,2071.029,6552.161999999999
Agincourt North,2014,February,,8,2.877,560,1.33575,0.0,20.549999999999997,5423.1449999999995,9573.833999999999
Trinity-Bellwoods,2014,March,,3,2.7960000000000003,793,0.5991428571428572,3.0,61.512,5881.852000000001,8793.886
West Humber-Clairville,2014,March,,2,2.7960000000000003,531,1.5977142857142856,0.0,162.168,5296.5560000000005,26729.294
Mount Olive-Silverstone-Jamestown,2014,March,,6,4.66,637,1.3462222222222222,0.0,76.424,5515.110000000001,28215.368000000002
Humber Summit,2014,March,,9,2.33,749,0.7248888888888889,1.1666666666666667,77.35600000000001,6998.388000000001,8008.21
Thistletown-Beaumond Heights,2014,March,,4,3.728,585,0.05177777777777778,1.6666666666666667,40.542,7645.196000000001,22221.210000000003
Humbermede,2014,March,,7,3.728,583,0.9837777777777779,1.6153846153846154,265.62,6254.652,21715.134000000002
Rexdale-Kipling,2014,March,,9,2.7960000000000003,774,0.4142222222222222,0.34782608695652173,175.216,4866.904,11848.516000000001
Elms-Old Rexdale,2014,March,,1,2.7960000000000003,737,1.5533333333333335,0.25806451612903225,23.3,9052.516,19809.194
Pelmo Park-Humberlea,2014,March,,2,4.194,710,0.466,1.5,114.63600000000001,2377.532,17512.280000000002
Downsview-Roding-CFB,2014,March,,3,2.33,787,0.05177777777777778,1.5384615384615385,209.70000000000002,3849.626,3982.436
Kingsview Village-The Westway,2014,March,,7,2.7960000000000003,603,1.5533333333333335,0.11764705882352941,0.0,8705.812,9213.286
Weston,2014,March,,8,3.262,778,1.33975,0.8205128205128205,42.872,2420.404,15414.348
Rustic,2014,March,,6,4.194,657,1.3980000000000001,0.9375,113.238,9312.078000000001,7143.314
Humber Heights-Westmount,2014,March,,3,4.66,591,1.9305714285714288,1.4000000000000001,83.88,609.062,4279.278
Brookhaven-Amesbury,2014,March,,3,4.66,746,1.45625,0.0,48.93000000000001,7380.508000000001,27526.620000000003
Mount Dennis,2014,March,,1,4.66,529,1.1982857142857144,5.25,0.0,2386.386,22524.11
Willowridge-Martingrove-Richview,2014,March,,6,2.7960000000000003,676,1.4497777777777778,4.285714285714286,113.238,7189.448,17072.376
Princess-Rosethorn,2014,March,,1,1.864,787,1.2815,1.0588235294117647,70.83200000000001,4812.848,3660.896
Eringate-Centennial-West Deane,2014,March,,10,4.66,502,0.15533333333333332,2.0769230769230766,50.328,4564.004,7419.186000000001
Edenbridge-Humber Valley,2014,March,,3,3.262,580,0.7988571428571428,2.1875,144.46,9655.054,26181.278000000002
Rockcliffe-Smythe,2014,March,,7,3.728,669,0.932,0.1935483870967742,0.0,1940.89,5112.02
Markland Woods,2014,March,,9,2.33,725,0.5325714285714286,0.5714285714285714,53.59,5936.84,20401.014000000003
Etobicoke West Mall,2014,March,,6,2.7960000000000003,732,0.8654285714285715,4.090909090909091,111.84,4050.0060000000003,21176.904000000002
Islington-City Centre West,2014,March,,8,3.262,669,1.3314285714285716,1.4000000000000001,134.208,5644.658,7986.308
Alderwood,2014,March,,3,3.728,649,1.997142857142857,1.125,102.52000000000001,9073.02,20074.814000000002
Long Branch,2014,March,,4,4.66,533,1.264857142857143,3.2727272727272725,119.296,5846.902,13625.84
New Toronto,2014,March,,2,2.33,513,0.932,2.564102564102564,221.35000000000002,8919.706,13807.114000000001
Mimico,2014,March,,9,2.33,616,1.1391111111111112,0.8181818181818182,195.72000000000003,6202.46,484.64000000000004
Stonegate-Queensway,2014,March,,7,3.728,617,0.8802222222222222,0.35000000000000003,18.174,4138.08,5859.018
Kingsway South,2014,March,,1,2.7960000000000003,734,0.2588888888888889,0.125,254.43599999999998,352.296,4717.318
Lambton Baby Point,2014,March,,4,3.262,772,0.05825,0.7272727272727273,95.06400000000001,6343.192,2391.0460000000003
High Park-Swansea,2014,March,,2,4.194,616,1.1317142857142857,2.4000000000000004,212.03,4669.786,18289.568
Runnymede-Bloor West Village,2014,March,,9,2.33,574,1.5533333333333335,2.4,104.85000000000001,1690.182,27338.356
High Park North,2014,March,,8,4.66,650,1.864,1.1363636363636362,37.746,666.38,5819.874000000001
Junction Area,2014,March,,2,3.728,617,0.6213333333333333,0.3157894736842105,93.2,7810.160000000001,19970.896
Roncesvalles,2014,March,,4,4.66,513,0.9902500000000001,0.25925925925925924,102.054,8449.512,18105.964
South Parkdale,2014,March,,3,4.66,791,0.15533333333333332,1.3243243243243243,100.656,6572.464,19501.168
Dufferin Grove,2014,March,,3,2.7960000000000003,696,0.9902500000000001,0.0,90.87,7893.108,27248.418
Little Portugal,2014,March,,4,2.33,502,0.5695555555555556,0.2222222222222222,9.786000000000001,8350.720000000001,2303.904
Dovercourt-Wallace Emerson-Juncti,2014,March,,5,4.66,636,0.05825,2.3333333333333335,97.86000000000001,7755.1720000000005,12938.956
Niagara,2014,March,,7,3.262,734,0.9902500000000001,0.14285714285714285,59.648,8126.108,1247.948
Weston-Pellam Park,2014,March,,8,4.194,557,1.6642857142857144,0.46153846153846156,128.61599999999999,3955.4080000000004,3099.8320000000003
Palmerston-Little Italy,2014,March,,1,4.66,655,0.17475000000000002,0.0,13.048,5817.078,27719.078
University,2014,March,,4,3.728,709,0.9902500000000001,2.333333333333333,43.33800000000001,2008.9260000000002,7944.834000000001
Kensington-Chinatown,2014,March,,5,2.7960000000000003,504,1.2232500000000002,1.2727272727272727,279.6,6151.666,26967.420000000002
Waterfront Communities-The Island,2014,March,,1,4.66,590,1.3462222222222222,1.8666666666666667,135.14000000000001,3302.076,9947.236
Annex,2014,March,,2,3.262,510,0.17475000000000002,0.7058823529411764,89.47200000000001,5907.948,28450.232
Wychwood,2014,March,,4,3.262,775,0.8155,0.5517241379310345,55.92,7148.4400000000005,25851.350000000002
Corsa Italia-Davenport,2014,March,,1,2.33,611,0.2588888888888889,1.9230769230769231,54.522,5534.216,5444.278
Oakwood-Vaughan,2014,March,,2,1.864,527,0.8284444444444444,1.945945945945946,18.64,8371.69,20086.464
Humewood-Cedarvale,2014,March,,7,3.728,769,0.40775,1.1851851851851851,28.892000000000003,3350.074,16653.908
Casa Loma,2014,March,,9,4.66,734,0.8284444444444444,0.5333333333333333,52.192,6619.530000000001,16264.332
Forest Hill South,2014,March,,7,4.66,744,1.5533333333333335,1.4117647058823528,0.0,3728.9320000000002,20016.098
Yonge-St.Clair,2014,March,,1,4.66,792,1.2815,4.5,0.0,2239.13,24242.252
Bay Street Corridor,2014,March,,3,2.7960000000000003,636,0.466,3.1818181818181817,49.396,5825.466,23501.312
Rosedale-Moore Park,2014,March,,4,3.262,606,0.3994285714285714,2.058823529411765,156.57600000000002,9701.654,20401.946
Church-Yonge Corridor,2014,March,,1,3.728,723,1.864,2.1052631578947367,37.746,7501.202,26846.726000000002
Caledonia-Fairbanks,2014,March,,7,1.864,688,1.3980000000000001,0.2,67.57000000000001,308.958,1033.588
North St.James Town,2014,March,,5,3.728,559,1.6642857142857144,1.25,123.49000000000001,8804.138,27361.656000000003
Cabbagetown-South St.James Town,2014,March,,6,2.33,542,0.64075,0.24242424242424243,75.492,4220.0960000000005,12998.604000000001
Moss Park,2014,March,,5,4.66,679,1.5977142857142856,0.25,82.016,6349.716,6733.234
Regent Park,2014,March,,5,4.66,751,0.932,1.3333333333333333,89.47200000000001,6783.562000000001,24230.136000000002
Playter Estates-Danforth,2014,March,,4,3.728,740,1.2426666666666666,1.227272727272727,39.144,9203.966,12033.052000000001
South Riverdale,2014,March,,8,3.262,557,0.5325714285714286,0.18181818181818182,169.624,3700.972,11796.79
North Riverdale,2014,March,,7,3.262,571,0.233,1.8181818181818181,25.630000000000003,179.41,26572.252
Blake-Jones,2014,March,,3,2.33,677,0.34950000000000003,0.0,69.9,3721.476,6607.88
Danforth Village - Toronto,2014,March,,7,1.864,539,0.05177777777777778,0.21052631578947367,23.766000000000002,1570.42,23186.762000000002
Broadview North,2014,March,,7,2.33,577,0.466,1.6875,47.532000000000004,3351.938,14178.050000000001
Old East York,2014,March,,9,1.864,607,1.0485,1.4285714285714284,78.288,8730.044,7237.446000000001
Danforth Village - East York,2014,March,,1,2.33,633,0.6657142857142858,0.40540540540540543,240.45600000000002,2171.094,8498.442000000001
Greenwood-Coxwell,2014,March,,4,1.864,796,0.2662857142857143,0.5555555555555556,128.61599999999999,3809.0840000000003,26535.438000000002
Woodbine Corridor,2014,March,,4,2.33,750,1.3980000000000001,2.4,15.378,2939.0620000000004,23133.638000000003
Maple Leaf,2014,March,,8,2.7960000000000003,691,0.13314285714285715,2.2222222222222223,0.0,6776.572,7691.330000000001
Beechborough-Greenbrook,2014,March,,9,2.33,604,0.7572500000000001,0.1935483870967742,60.580000000000005,1314.1200000000001,14537.802000000001
Keelesdale-Eglinton West,2014,March,,9,2.7960000000000003,652,0.2588888888888889,0.7000000000000001,68.968,5539.808,14469.300000000001
Briar Hill-Belgravia,2014,March,,5,3.728,646,1.5311428571428571,1.0,165.43,993.9780000000001,16726.604
Yorkdale-Glen Park,2014,March,,5,3.728,588,1.5311428571428571,0.7692307692307693,223.68,7841.3820000000005,24668.642
Forest Hill North,2014,March,,7,2.7960000000000003,578,0.5695555555555556,0.8,141.66400000000002,6744.884,12185.900000000001
Englemount-Lawrence,2014,March,,3,2.33,596,1.2426666666666666,0.48484848484848486,121.16000000000001,2657.598,26373.27
Bedford Park-Nortown,2014,March,,9,3.728,720,0.06657142857142857,4.2,145.392,4943.328,21542.714
Lawrence Park South,2014,March,,7,2.33,663,0.6657142857142858,3.5294117647058827,35.416000000000004,3288.096,19456.432
Yonge-Eglinton,2014,March,,10,3.728,641,0.5825,0.9230769230769231,48.93000000000001,7362.8,15936.268
Mount Pleasant West,2014,March,,7,3.262,630,0.5825,0.0,58.25,662.652,19008.606
Lawrence Park North,2014,March,,4,3.262,730,1.631,1.2727272727272727,44.736000000000004,3878.9840000000004,28223.29
Mount Pleasant East,2014,March,,4,4.66,689,0.3328571428571429,5.7857142857142865,190.12800000000001,4094.742,1592.788
Black Creek,2014,March,,7,4.194,788,1.1067500000000001,0.4,74.56,4770.442,16327.242
Glenfield-Jane Heights,2014,March,,9,4.66,666,1.864,0.8333333333333333,72.696,5791.448,14205.544
York University Heights,2014,March,,6,3.262,501,0.233,0.2857142857142857,95.06400000000001,5042.12,20029.146
Bathurst Manor,2014,March,,6,4.66,534,0.932,1.0714285714285714,173.352,3365.918,6102.27
Westminster-Branson,2014,March,,9,4.194,535,0.2071111111111111,1.6666666666666667,39.144000000000005,8341.4,8952.792000000001
Clanton Park,2014,March,,8,4.194,568,1.864,1.5909090909090908,39.61,8858.66,8955.122000000001
Lansing-Westgate,2014,March,,2,2.7960000000000003,783,1.9305714285714288,1.0,146.79,1552.712,23106.61
Willowdale West,2014,March,,5,2.7960000000000003,569,0.8802222222222222,2.5925925925925926,45.668,3028.534,19045.420000000002
Newtonbrook West,2014,March,,7,3.728,627,1.864,0.2702702702702703,125.82000000000001,2290.856,13472.992
Newtonbrook East,2014,March,,7,1.864,547,1.997142857142857,0.32432432432432434,0.0,3285.3,24799.588
Willowdale East,2014,March,,4,3.262,749,0.9837777777777779,0.35000000000000003,234.86400000000003,7481.164000000001,19926.16
Bayview Woods-Steeles,2014,March,,3,3.262,795,1.5533333333333335,1.5217391304347827,121.16000000000001,9264.546,17262.038
Bayview Village,2014,March,,1,1.864,618,1.3980000000000001,2.526315789473684,11.184000000000001,7433.166,27984.232
St.Andrew-Windfields,2014,March,,10,1.864,565,1.7475,0.21052631578947367,39.144000000000005,9551.602,8090.692
Don Valley Village,2014,March,,2,4.194,743,1.9305714285714288,0.36363636363636365,114.63600000000001,4913.97,12012.548
Henry Farm,2014,March,,5,2.33,758,1.4645714285714286,0.8648648648648649,95.06400000000001,732.086,21979.822
Pleasant View,2014,March,,4,1.864,647,0.8155,0.7714285714285715,143.52800000000002,3111.016,20022.622
Parkwoods-Donalda,2014,March,,9,1.864,726,1.2232500000000002,1.263157894736842,65.24000000000001,4660.466,19229.956000000002
Tam O'Shanter-Sullivan,2014,March,,3,3.728,785,0.13314285714285715,1.6,15.844000000000001,9759.904,15598.418000000001
Bridle Path-Sunnybrook-York Mills,2014,March,,9,4.194,702,0.2662857142857143,4.8,21.902,975.8040000000001,27373.772
Leaside-Bennington,2014,March,,3,4.194,771,1.631,1.3636363636363635,32.620000000000005,5111.088000000001,1761.9460000000001
Banbury-Don Mills,2014,March,,8,4.194,736,0.52425,1.7999999999999998,0.0,452.952,4257.376
Thorncliffe Park,2014,March,,7,2.7960000000000003,556,1.1067500000000001,0.42105263157894735,160.304,925.476,5897.696
Flemingdon Park,2014,March,,5,4.66,750,0.7988571428571428,0.07692307692307693,257.23199999999997,4573.79,26671.044
Victoria Village,2014,March,,4,2.7960000000000003,773,1.0651428571428572,1.4545454545454546,12.582,3191.168,17537.91
O'Connor-Parkview,2014,March,,9,3.262,761,1.997142857142857,0.3571428571428571,89.47200000000001,6749.544000000001,13130.482
The Beaches,2014,March,,4,1.864,585,0.1165,0.1875,44.736000000000004,9633.152,19514.216
East End-Danforth,2014,March,,3,2.7960000000000003,536,1.5977142857142856,1.4000000000000001,55.92,6311.0380000000005,703.1940000000001
Woodbine-Lumsden,2014,March,,6,2.33,631,0.3328571428571429,1.894736842105263,26.096,3087.7160000000003,17056.532
Crescent Town,2014,March,,4,4.194,604,0.6990000000000001,0.3333333333333333,279.6,924.5440000000001,28350.042
Birchcliffe-Cliffside,2014,March,,3,2.33,531,0.8284444444444444,0.10526315789473684,134.20800000000003,7448.078,22939.782000000003
Oakridge,2014,March,,10,4.194,643,0.34950000000000003,1.6,35.882000000000005,3665.09,27899.420000000002
Clairlea-Birchmount,2014,March,,8,2.7960000000000003,542,0.7572500000000001,0.0,24.232000000000003,7075.278,23339.144
Wexford/Maryvale,2014,March,,1,1.864,689,0.5991428571428572,0.26666666666666666,15.844000000000001,7163.352000000001,951.572
Dorset Park,2014,March,,6,3.262,620,1.3980000000000001,0.8888888888888888,176.148,2055.06,3461.914
Ionview,2014,March,,1,2.7960000000000003,580,1.1908888888888889,0.05714285714285714,139.8,1461.842,16856.152000000002
Kennedy Park,2014,March,,6,2.33,509,0.40775,0.7142857142857142,251.64000000000004,8865.65,9753.380000000001
Cliffcrest,2014,March,,8,3.262,782,0.5991428571428572,0.7407407407407407,23.3,7845.110000000001,23149.482
Eglinton East,2014,March,,9,4.194,655,1.997142857142857,0.0,0.0,6498.370000000001,577.84
Bendale,2014,March,,8,3.728,602,0.87375,1.25,39.144,260.494,6614.870000000001
Scarborough Village,2014,March,,4,2.7960000000000003,566,1.1317142857142857,1.5384615384615383,0.0,9166.220000000001,22654.59
Woburn,2014,March,,2,2.33,673,0.3328571428571429,0.0,102.52000000000001,6384.666,575.044
Guildwood,2014,March,,10,3.728,626,1.0485,0.0,19.572000000000003,2149.192,15984.732
Morningside,2014,March,,7,2.7960000000000003,581,0.31066666666666665,1.0,159.372,1617.486,13540.096000000001
West Hill,2014,March,,1,3.262,749,1.3314285714285716,0.4864864864864865,17.708000000000002,2140.338,13792.668000000001
Rouge,2014,March,,5,4.66,573,0.466,0.45714285714285713,164.964,2912.034,27267.99
Centennial Scarborough,2014,March,,8,4.66,537,0.52425,2.4705882352941178,26.096,3066.746,9411.336000000001
Highland Creek,2014,March,,3,2.33,586,0.2071111111111111,0.1,121.16000000000001,182.672,19059.4
Malvern,2014,March,,9,3.262,551,1.1067500000000001,1.1842105263157894,51.726,4932.610000000001,25690.58
Hillcrest Village,2014,March,,2,2.33,581,1.5533333333333335,0.24242424242424243,26.096,5737.392000000001,17481.99
Steeles,2014,March,,8,2.7960000000000003,538,0.10355555555555555,1.0,149.12,5696.384,21238.416
L'Amoreaux,2014,March,,6,3.728,503,0.233,0.7142857142857142,79.686,4176.292,6810.124000000001
Agincourt South-Malvern West,2014,March,,1,3.262,602,0.05177777777777778,0.5714285714285714,21.902,283.32800000000003,16678.606
Milliken,2014,March,,7,3.728,798,0.36244444444444446,1.4000000000000001,78.28800000000001,4011.7940000000003,18178.66
Agincourt North,2014,March,,5,2.33,706,0.7248888888888889,2.307692307692308,78.288,4814.246,17068.182
Trinity-Bellwoods,2014,April,,3,4.408,545,1.4693333333333334,1.25,105.792,1889.93,19438.729000000003
West Humber-Clairville,2014,April,,7,3.857,680,0.41325,0.6666666666666666,125.62800000000001,9433.12,1256.2800000000002
Mount Olive-Silverstone-Jamestown,2014,April,,6,3.857,671,0.6297142857142858,2.571428571428571,0.0,10544.487000000001,11269.052000000001
Humber Summit,2014,April,,9,3.857,640,0.6734444444444445,0.8695652173913043,26.448,3980.9750000000004,19061.845
Thistletown-Beaumond Heights,2014,April,,12,5.510000000000001,553,1.653,0.19230769230769232,77.14,5608.629000000001,847.989
Humbermede,2014,April,,2,3.857,743,0.551,0.10256410256410256,41.876000000000005,2464.623,5160.115000000001
Rexdale-Kipling,2014,April,,9,4.9590000000000005,751,0.061222222222222226,3.0,52.896,7699.1230000000005,27469.003
Elms-Old Rexdale,2014,April,,5,4.9590000000000005,592,0.061222222222222226,0.9333333333333333,168.055,9876.124000000002,8857.876
Pelmo Park-Humberlea,2014,April,,10,4.9590000000000005,798,1.836666666666667,1.8064516129032258,50.69200000000001,10145.012,18742.816000000003
Downsview-Roding-CFB,2014,April,,3,2.7550000000000003,531,0.6122222222222223,0.5806451612903225,130.036,4706.642000000001,29510.458000000002
Kingsview Village-The Westway,2014,April,,4,4.9590000000000005,788,1.5742857142857145,0.23076923076923078,15.979000000000001,337.76300000000003,33488.127
Weston,2014,April,,4,4.408,619,1.102,0.6896551724137931,181.83,2152.206,9309.145
Rustic,2014,April,,2,3.857,546,1.170875,1.6153846153846154,200.56400000000002,8635.823,30642.763000000003
Humber Heights-Westmount,2014,April,,4,2.204,752,0.2448888888888889,0.7142857142857142,101.38400000000001,8609.375,17487.087000000003
Brookhaven-Amesbury,2014,April,,8,3.857,765,1.102,1.5,11.020000000000001,8074.354,13453.216
Mount Dennis,2014,April,,5,2.7550000000000003,561,0.8658571428571429,1.5,80.44600000000001,6065.959000000001,25646.846
Willowridge-Martingrove-Richview,2014,April,,3,3.857,587,1.8104285714285715,0.6486486486486487,133.893,10699.318000000001,13481.317000000001
Princess-Rosethorn,2014,April,,4,3.857,695,0.6122222222222223,0.42857142857142855,72.732,11520.859,19045.315000000002
Eringate-Centennial-West Deane,2014,April,,3,3.857,557,1.408111111111111,1.1111111111111112,89.262,9189.027,7929.992000000001
Edenbridge-Humber Valley,2014,April,,2,3.306,680,0.4897777777777778,1.4210526315789473,277.70400000000006,10752.765000000001,3822.838
Rockcliffe-Smythe,2014,April,,11,3.857,658,1.2594285714285716,0.35,90.915,11135.159000000001,6947.559
Markland Woods,2014,April,,3,2.7550000000000003,790,0.6297142857142858,3.333333333333333,198.36,7083.656000000001,27919.721
Etobicoke West Mall,2014,April,,4,4.408,522,0.551,0.13043478260869565,38.019000000000005,11086.12,21161.155000000002
Islington-City Centre West,2014,April,,10,4.9590000000000005,799,0.9445714285714286,1.6,152.07600000000002,10542.283000000001,16694.749
Alderwood,2014,April,,7,4.408,614,1.653,2.692307692307692,70.528,8820.408000000001,19645.354000000003
Long Branch,2014,April,,5,4.9590000000000005,597,1.859625,0.0,0.0,504.165,539.98
New Toronto,2014,April,,3,2.7550000000000003,731,0.6734444444444445,0.09375,45.182,7534.925,17088.163
Mimico,2014,April,,7,4.408,502,1.102,0.3181818181818182,0.0,11228.278,7542.639000000001
Stonegate-Queensway,2014,April,,5,4.9590000000000005,518,0.9445714285714286,0.9,36.366,10301.496000000001,30651.579
Kingsway South,2014,April,,8,4.9590000000000005,724,2.0465714285714287,1.7297297297297298,47.937000000000005,5471.43,19030.989
Lambton Baby Point,2014,April,,3,2.7550000000000003,667,0.7576250000000001,0.6857142857142857,314.07000000000005,9470.037,25084.826
High Park-Swansea,2014,April,,8,4.408,712,0.068875,0.1724137931034483,0.0,10349.433,18363.728000000003
Runnymede-Bloor West Village,2014,April,,12,3.857,577,0.13775,0.8421052631578947,89.262,3622.8250000000003,772.5020000000001
High Park North,2014,April,,9,3.857,528,0.8265,0.13333333333333333,28.652,2849.7720000000004,1168.671
Junction Area,2014,April,,9,2.7550000000000003,530,1.591777777777778,0.8275862068965517,137.199,2293.813,20166.600000000002
Roncesvalles,2014,April,,10,3.857,654,0.068875,2.142857142857143,127.83200000000001,1219.363,19473.993000000002
South Parkdale,2014,April,,10,3.306,766,0.551,1.8421052631578947,107.44500000000001,2102.616,17572.492000000002
Dufferin Grove,2014,April,,3,4.408,583,0.4285555555555556,0.2222222222222222,88.16000000000001,9391.795,6180.0160000000005
Little Portugal,2014,April,,12,2.204,684,0.068875,3.1578947368421053,80.99700000000001,1313.0330000000001,31196.518000000004
Dovercourt-Wallace Emerson-Juncti,2014,April,,6,3.306,661,0.482125,2.782608695652174,0.0,2172.0420000000004,548.796
Niagara,2014,April,,7,5.510000000000001,561,0.8658571428571429,0.48484848484848486,0.0,9042.461000000001,2427.706
Weston-Pellam Park,2014,April,,8,3.857,514,0.795888888888889,0.34782608695652173,54.54900000000001,9846.37,10748.357000000002
Palmerston-Little Italy,2014,April,,9,3.306,541,1.836666666666667,2.24,85.956,8017.050000000001,29155.063000000002
University,2014,April,,8,3.857,607,2.0465714285714287,3.076923076923077,109.098,3000.746,3319.775
Kensington-Chinatown,2014,April,,10,3.857,716,0.6734444444444445,4.909090909090908,304.15200000000004,2397.952,19027.132
Waterfront Communities-The Island,2014,April,,9,2.7550000000000003,531,0.3148571428571429,3.125,0.0,10926.330000000002,17752.118000000002
Annex,2014,April,,7,2.7550000000000003,500,1.5742857142857145,0.38888888888888884,77.14,6944.253000000001,19710.923000000003
Wychwood,2014,April,,11,4.408,618,1.721875,2.0,193.95200000000003,11270.705000000002,1272.8100000000002
Corsa Italia-Davenport,2014,April,,8,4.9590000000000005,584,0.6297142857142858,1.25,54.54900000000001,1401.1930000000002,27956.087000000003
Oakwood-Vaughan,2014,April,,10,3.857,666,1.653,1.0499999999999998,39.121,2546.1710000000003,975.2700000000001
Humewood-Cedarvale,2014,April,,10,2.7550000000000003,693,0.482125,0.3333333333333333,115.71000000000001,6189.383000000001,16506.307
Casa Loma,2014,April,,7,3.306,666,1.7142222222222223,0.5263157894736842,204.97200000000004,10133.441,15259.394000000002
Forest Hill South,2014,April,,1,4.9590000000000005,548,1.4463750000000002,0.35714285714285715,217.645,5439.472000000001,24693.065000000002
Yonge-St.Clair,2014,April,,10,5.510000000000001,681,0.8658571428571429,0.0,145.46400000000003,967.0050000000001,2775.387
Bay Street Corridor,2014,April,,5,3.306,639,2.3614285714285717,1.75,36.366,10430.43,28249.219
Rosedale-Moore Park,2014,April,,7,2.7550000000000003,736,0.2755,0.07692307692307693,209.38000000000002,9898.164,8128.903
Church-Yonge Corridor,2014,April,,11,3.306,580,0.6297142857142858,0.6923076923076923,0.0,8186.207,10106.993
Caledonia-Fairbanks,2014,April,,10,2.204,525,0.7346666666666667,0.0,207.17600000000002,3199.106,17492.597
North St.James Town,2014,April,,9,2.204,645,1.2244444444444447,4.444444444444445,0.0,6333.194,23424.112
Cabbagetown-South St.James Town,2014,April,,5,2.7550000000000003,679,0.9183333333333334,3.333333333333333,44.631,2456.909,1213.3020000000001
Moss Park,2014,April,,4,3.857,706,1.7317142857142858,0.18518518518518517,185.13600000000002,5284.09,14071.438000000002
Regent Park,2014,April,,4,2.7550000000000003,563,1.4463750000000002,1.8421052631578947,0.0,4729.233,1446.3750000000002
Playter Estates-Danforth,2014,April,,2,4.408,763,0.2448888888888889,6.0,0.0,886.008,11583.122000000001
South Riverdale,2014,April,,12,3.306,560,1.591777777777778,0.44999999999999996,106.894,8270.51,22373.355000000003
North Riverdale,2014,April,,8,3.306,652,1.2244444444444447,3.5,214.89000000000004,2290.507,26873.923000000003
Blake-Jones,2014,April,,9,4.408,611,0.6734444444444445,4.2105263157894735,0.0,8317.345000000001,12123.653
Danforth Village - Toronto,2014,April,,7,5.510000000000001,526,2.204,1.4736842105263157,103.58800000000001,2815.059,23561.862
Broadview North,2014,April,,7,4.408,599,1.346888888888889,0.24,190.09500000000003,10093.769,635.303
